display_first_last,birthdate,school,country,height,weight,season_exp,jersey,position,rosterstatus,team_name,draft_year,draft_round,draft_number,greatest_75_flag
John Douglas,1956-06-12 00:00:00,Kansas,USA,6-2,170.0,2.0,13,Guard,Inactive,Clippers,1978,6,118,N
Zoran Dragic,1989-06-22 00:00:00,Malaga,Slovenia,6-5,200.0,1.0,12,Guard-Forward,Inactive,Heat,Undrafted,Undrafted,Undrafted,N
Larry Drew,1958-04-02 00:00:00,Missouri,USA,6-1,170.0,10.0,10,Guard,Inactive,Kings,1980,1,17,N
Larry Drew II,1990-03-05 00:00:00,UCLA,USA,6-2,180.0,2.0,1,Guard,Inactive,76ers,Undrafted,Undrafted,Undrafted,N
Nate Driggers,1973-10-12 00:00:00,Montevallo,USA,6-5,215.0,1.0,27,Guard-Forward,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
Charles Dudley,1950-03-05 00:00:00,Washington,USA,6-2,180.0,6.0,5,Guard,Inactive,Warriors,1972,5,76,N
Chris Duhon,1982-08-31 00:00:00,Duke,USA,6-1,190.0,10.0,21,Guard,Inactive,Bulls,2004,2,38,N
Duje Dukan,1991-12-04 00:00:00,Wisconsin,Croatia,6-9,220.0,2.0,26,Forward,Inactive,Kings,Undrafted,Undrafted,Undrafted,N
Joe Dumars,1963-05-24 00:00:00,McNeese State,USA,6-3,195.0,14.0,4,Guard,Inactive,Pistons,1985,1,18,N
Richard Dumas,1969-05-19 00:00:00,Oklahoma State,USA,6-7,225.0,3.0,7,Forward,Inactive,Suns,1991,2,46,N
Jack Dwan,1921-05-03 00:00:00,Loyola-Chicago,USA,6-4,200.0,1.0,19,Forward,Inactive,Lakers,Undrafted,Undrafted,Undrafted,N
Ledell Eackles,1966-11-24 00:00:00,New Orleans,USA,6-5,231.0,7.0,21,Guard,Inactive,Wizards,1988,2,36,N
Jim Eakins,1946-05-24 00:00:00,Brigham Young,USA,6-11,215.0,2.0,24,Center,Inactive,Kings,1968,5,57,N
Tari Eason,2001-05-10 00:00:00,Louisiana State,USA,6-8,215.0,0.0,17,Forward,Active,Rockets,2022,1,17,N
Bill Edwards,1971-09-22 00:00:00,Wright State,USA,6-8,215.0,1.0,40,Forward,Inactive,76ers,Undrafted,Undrafted,Undrafted,N
Carsen Edwards,1998-03-12 00:00:00,Purdue,USA,5-11,200.0,4.0,4,Guard,Inactive,Pistons,2019,2,33,N
James Edwards,1955-11-22 00:00:00,Washington,USA,7-1,252.0,19.0,53,Center,Inactive,Pacers,1977,3,46,N
Vincent Edwards,1996-04-05 00:00:00,Purdue,USA,6-8,225.0,2.0,12,Forward,Inactive,Rockets,2018,2,52,N
Khalid El-Amin,1979-04-25 00:00:00,Connecticut,USA,5-10,200.0,2.0,11,Guard,Inactive,Bulls,2000,2,34,N
Mario Elie,1963-11-26 00:00:00,American International,USA,6-5,225.0,11.0,17,Guard-Forward,Inactive,Rockets,1985,7,160,N
Wayne Ellington,1987-11-29 00:00:00,North Carolina,USA,6-4,207.0,14.0,2,Guard,Inactive,Lakers,2009,1,28,N
Harold Ellis,1970-10-07 00:00:00,Morehouse,USA,6-5,220.0,3.0,3,Forward-Guard,Inactive,Clippers,Undrafted,Undrafted,Undrafted,N
Jojo English,1970-02-04 00:00:00,South Carolina,USA,6-4,195.0,3.0,3,Guard,Inactive,Bulls,Undrafted,Undrafted,Undrafted,N
Gene Englund,1917-10-21 00:00:00,Wisconsin,USA,6-4,205.0,1.0,10,Forward,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
Keith Erickson,1944-04-19 00:00:00,UCLA,USA,6-5,195.0,12.0,14,Forward,Inactive,Lakers,1965,3,18,N
Vincenzo Esposito,1969-03-01 00:00:00,Fortitudo Bologna,Italy,6-3,198.0,1.0,4,Guard,Inactive,Raptors,Undrafted,Undrafted,Undrafted,N
Drew Eubanks,1997-02-01 00:00:00,Oregon State,USA,6-10,245.0,4.0,24,Forward-Center,Active,Trail Blazers,Undrafted,Undrafted,Undrafted,N
Jawun Evans,1996-07-26 00:00:00,Oklahoma State,USA,6-0,190.0,3.0,8,Guard,Inactive,Clippers,2017,2,39,N
Reggie Evans,1980-05-18 00:00:00,Iowa,USA,6-8,245.0,13.0,30,Center-Forward,Inactive,SuperSonics,Undrafted,Undrafted,Undrafted,N
Dante Exum,1995-07-13 00:00:00,                                   ,Australia,6-5,214.0,7.0,5,Guard,Inactive,Jazz,2014,1,5,N
John Fairchild,1943-04-28 00:00:00,Brigham Young,USA,6-7,205.0,1.0,33,Forward,Inactive,Lakers,1965,2,16,N
Phil Farbman,1924-04-03 00:00:00,City College of New York,USA,6-1,185.0,1.0,8,Forward,Inactive,Warriors,Undrafted,Undrafted,Undrafted,N
Dick Farley,1932-04-13 00:00:00,Indiana,USA,6-4,190.0,3.0,22,Guard,Inactive,Nationals,1954,2,15,N
Nick Fazekas,1985-06-17 00:00:00,Nevada-Reno,USA,6-11,235.0,2.0,20,Forward,Inactive,Clippers,2007,2,34,N
Butch Feher,1954-05-19 00:00:00,Vanderbilt,USA,6-4,185.0,1.0,7,Guard,Inactive,Suns,1976,2,33,N
Dave Feitl,1962-06-08 00:00:00,Texas-El Paso,USA,6-11,235.0,5.0,45,Center,Inactive,Rockets,1986,2,43,N
Kay Felder,1995-03-29 00:00:00,Oakland,USA,5-9,176.0,3.0,22,Guard,Inactive,Cavaliers,2016,2,54,N
Carrick Felix,1990-08-17 00:00:00,Arizona State,USA,6-6,201.0,2.0,30,Guard-Forward,Inactive,Cavaliers,2013,2,33,N
Noel Felix,1981-10-04 00:00:00,Fresno State,USA,6-9,225.0,2.0,16,Forward,Inactive,SuperSonics,Undrafted,Undrafted,Undrafted,N
Raymond Felton,1984-06-26 00:00:00,North Carolina,USA,6-1,205.0,15.0,2,Guard,Inactive,Bobcats,2005,1,5,N
Jake Fendley,1929-06-12 00:00:00,Northwestern,USA,6-0,180.0,2.0,6,Guard,Inactive,Pistons,1951,3,23,N
Bill Fenley,1922-02-08 00:00:00,Manhattan,USA,6-3,190.0,1.0,7,Forward,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
Desmond Ferguson,1977-07-22 00:00:00,Detroit,USA,6-7,210.0,2.0,5,Forward,Inactive,Trail Blazers,Undrafted,Undrafted,Undrafted,N
Eric Fernsten,1953-11-01 00:00:00,San Francisco,USA,6-10,205.0,6.0,45,Center,Inactive,Celtics,1975,4,62,N
Duane Ferrell,1965-02-28 00:00:00,Georgia Tech,USA,6-7,215.0,11.0,33,Forward,Inactive,Hawks,Undrafted,Undrafted,Undrafted,N
Kyrylo Fesenko,1986-12-24 00:00:00,Cherkaski,Ukraine,7-1,280.0,6.0,44,Center,Inactive,Jazz,2007,2,38,N
Kenny Fields,1962-02-09 00:00:00,UCLA,USA,6-5,220.0,4.0,54,Forward,Inactive,Bucks,1984,1,21,N
Landry Fields,1988-06-27 00:00:00,Stanford,USA,6-7,215.0,5.0,2,Guard-Forward,Inactive,Knicks,2010,2,39,N
Ron Filipek,1944-02-05 00:00:00,Tennessee Tech,USA,6-5,205.0,1.0,20,Forward,Inactive,76ers,1967,9,100,N
Greg Fillmore,1947-03-07 00:00:00,Cheyney,USA,7-1,240.0,2.0,34,Center,Inactive,Knicks,1970,8,136,N
Hank Finkel,1942-04-20 00:00:00,Dayton,USA,7-0,240.0,9.0,29,Center,Inactive,Celtics,1966,2,17,N
Danny Finn,1928-05-27 00:00:00,St. John's,USA,6-1,185.0,3.0,7,Guard,Inactive,Warriors,Undrafted,Undrafted,Undrafted,N
Dorian Finney-Smith,1993-05-04 00:00:00,Florida,USA,6-7,220.0,6.0,28,Forward,Active,Nets,Undrafted,Undrafted,Undrafted,N
Bob Fitzgerald,1923-03-14 00:00:00,Fordham,USA,6-5,190.0,2.0,10   12,Forward,Inactive,Huskies,Undrafted,Undrafted,Undrafted,N
Al Fleming,1954-04-05 00:00:00,Arizona,USA,6-7,215.0,1.0,30,Forward,Inactive,SuperSonics,1976,2,30,N
Bruce Flowers,1957-06-13 00:00:00,Notre Dame,USA,6-8,225.0,1.0,23,Forward,Inactive,Cavaliers,1979,2,26,N
Sleepy Floyd,1960-03-06 00:00:00,Georgetown,USA,6-3,170.0,13.0,12,Guard,Inactive,Rockets,1982,1,13,N
Jonny Flynn,1989-02-06 00:00:00,Syracuse,USA,6-0,185.0,4.0,3,Guard,Inactive,Timberwolves,2009,1,6,N
Malachi Flynn,1998-05-09 00:00:00,San Diego State,USA,6-1,175.0,2.0,22,Guard,Active,Raptors,2020,1,29,N
Larry Fogle,1953-03-19 00:00:00,Canisius,USA,6-5,205.0,1.0,44,Guard,Inactive,Knicks,1975,2,34,N
Jack Foley,1939-04-19 00:00:00,Holy Cross,USA,6-3,170.0,1.0,7,Forward,Inactive,Knicks,1962,2,16,N
Levi Fontaine,1948-11-01 00:00:00,Maryland-Eastern Shore,USA,6-4,190.0,1.0,12,Guard,Inactive,Warriors,1970,5,70,N
Simone Fontecchio,1995-12-09 00:00:00,Baskonia,Italy,6-7,209.0,0.0,16,Forward,Active,Jazz,Undrafted,Undrafted,Undrafted,N
Gary Forbes,1985-02-25 00:00:00,Massachusetts,Panama,6-7,220.0,3.0,3,Forward,Inactive,Nuggets,Undrafted,Undrafted,Undrafted,N
Alphonso Ford,1971-10-31 00:00:00,Mississippi Valley State,USA,6-1,190.0,2.0,8,Forward,Inactive,SuperSonics,1993,2,32,N
Chris Ford,1949-01-11 00:00:00,Villanova,USA,6-5,190.0,10.0,42,Guard,Inactive,Pistons,1972,2,17,N
Jake Ford,1946-04-29 00:00:00,Maryland-Eastern Shore,USA,6-3,180.0,2.0,33,Guard,Inactive,SuperSonics,1970,2,20,N
Phil Ford,1956-02-09 00:00:00,North Carolina,USA,6-2,175.0,7.0,1,Guard,Inactive,Kings,1978,1,2,N
Donnie Forman,1926-01-17 00:00:00,New York University,USA,5-10,175.0,1.0,22,Guard,Inactive,Lakers,Undrafted,Undrafted,Undrafted,N
Bayard Forrest,1954-07-08 00:00:00,Grand Canyon,USA,6-10,235.0,2.0,35,Center,Inactive,Suns,1976,2,19,N
Joseph Forte,1981-03-23 00:00:00,North Carolina,USA,6-4,194.0,3.0,40,Guard,Inactive,SuperSonics,2001,1,21,N
Fred Foster,1946-03-18 00:00:00,Miami (Ohio),USA,6-5,210.0,8.0,5,Forward,Inactive,76ers,1968,3,28,N
Greg Foster,1968-10-03 00:00:00,Texas-El Paso,USA,6-11,250.0,13.0,43,Center,Inactive,Jazz,1990,2,35,N
Rod Foster,1960-10-10 00:00:00,UCLA,USA,6-1,160.0,3.0,10,Guard,Inactive,Suns,1983,2,28,N
Antonis Fotsis,1981-04-01 00:00:00,Panathinaikos,Greece,6-10,219.0,1.0,6,Forward,Inactive,Grizzlies,2001,2,47,N
De'Aaron Fox,1997-12-20 00:00:00,Kentucky,USA,6-3,185.0,5.0,5,Guard,Active,Kings,2017,1,5,N
Jim Fox,1943-04-07 00:00:00,South Carolina,USA,6-10,230.0,10.0,40,Center,Inactive,SuperSonics,1965,8,67,N
Rick Fox,1969-07-24 00:00:00,North Carolina,Canada,6-7,235.0,14.0,17,Forward,Inactive,Lakers,1991,1,24,N
Adonal Foyle,1975-03-09 00:00:00,Colgate,St. Vincent & Grenadines,6-10,270.0,13.0,31,Center,Inactive,Warriors,1997,1,8,N
Jamaal Franklin,1991-07-21 00:00:00,San Diego State,USA,6-5,191.0,3.0,22,Guard,Inactive,Grizzlies,2013,2,41,N
Walt Frazier,1945-03-29 00:00:00,Southern Illinois,USA,6-4,200.0,13.0,10,Guard,Inactive,Knicks,1967,1,5,Y
Michael Frazier II,1994-03-08 00:00:00,Florida,USA,6-3,200.0,2.0,21,Guard,Inactive,Rockets,Undrafted,Undrafted,Undrafted,N
Melvin Frazier Jr.,1996-08-30 00:00:00,Tulane,USA,6-5,215.0,4.0,6,Guard-Forward,Inactive,Thunder,2018,2,35,N
World Free,1953-12-09 00:00:00,Guilford,USA,6-3,185.0,13.0,21,Guard,Inactive,Cavaliers,1975,2,23,N
Gary Freeman,1948-07-25 00:00:00,Oregon State,USA,6-9,210.0,1.0,23,Forward,Inactive,Bucks,1970,1,16,N
Frido Frey,1921-10-26 00:00:00,Long Island-Brooklyn,USA,6-2,195.0,1.0,4,Forward,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Larry Friend,1935-04-14 00:00:00,California,USA,6-4,185.0,1.0,7,Guard,Inactive,Knicks,1957,2,13,N
Jim Fritsche,1931-12-10 00:00:00,Hamline,USA,6-8,210.0,2.0,8,Center,Inactive,Bullets,1953,1,7,N
Channing Frye,1983-05-17 00:00:00,Arizona,USA,7-0,255.0,14.0,9,Forward-Center,Inactive,Suns,2005,1,8,N
Joe Fulks,1921-10-26 00:00:00,Murray State,USA,6-5,190.0,8.0,10,Forward,Inactive,Warriors,Undrafted,Undrafted,Undrafted,N
Lawrence Funderburke,1970-12-15 00:00:00,Ohio State,USA,6-9,230.0,8.0,51,Forward,Inactive,Kings,1994,2,51,N
Terry Furlow,1954-10-18 00:00:00,Michigan State,USA,6-5,190.0,4.0,25,Guard,Inactive,Cavaliers,1976,1,12,N
Dan Gadzuric,1978-02-02 00:00:00,UCLA,Netherlands,6-11,240.0,11.0,50,Center,Inactive,Bucks,2002,2,33,N
Mike Gale,1950-07-18 00:00:00,Elizabeth City State,USA,6-4,185.0,6.0,12,Guard,Inactive,Spurs,1971,3,47,N
Chad Gallagher,1969-05-30 00:00:00,Creighton,USA,6-10,255.0,1.0,55,Center,Inactive,Jazz,1991,2,32,N
Danilo Gallinari,1988-08-08 00:00:00,Olimpia Milano,Italy,6-10,236.0,13.0,8,Forward,Active,Celtics,2008,1,6,N
Dave Gambee,1937-04-16 00:00:00,Oregon State,USA,6-6,215.0,12.0,20,Forward,Inactive,76ers,1958,1,6,N
Patricio Garino,1993-05-17 00:00:00,George Washington,Argentina,6-6,203.0,2.0,29,Guard-Forward,Inactive,Magic,Undrafted,Undrafted,Undrafted,N
Darius Garland,2000-01-26 00:00:00,Vanderbilt,USA,6-1,192.0,3.0,10,Guard,Active,Cavaliers,2019,1,5,N
Gary Garland,1957-10-12 00:00:00,DePaul,USA,6-4,180.0,1.0,24,Guard,Inactive,Nuggets,1979,2,30,N
Chris Garner,1975-02-23 00:00:00,Memphis,USA,5-10,156.0,3.0,2,Guard,Inactive,Raptors,Undrafted,Undrafted,Undrafted,N
Bill Garnett,1960-04-22 00:00:00,Wyoming,USA,6-9,225.0,4.0,20,Forward,Inactive,Mavericks,1982,1,4,N
Billy Garrett,1994-10-16 00:00:00,DePaul,USA,6-6,215.0,2.0,3,Guard-Forward,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Calvin Garrett,1956-07-11 00:00:00,Oral Roberts,USA,6-7,190.0,4.0,0,Forward,Inactive,Rockets,1979,3,47,N
Dean Garrett,1966-11-27 00:00:00,Indiana,USA,6-11,250.0,6.0,22,Center,Inactive,Timberwolves,1988,2,38,N
Diante Garrett,1988-11-03 00:00:00,Iowa State,USA,6-4,190.0,2.0,8,Guard,Inactive,Jazz,Undrafted,Undrafted,Undrafted,N
Eldo Garrett,1947-01-31 00:00:00,Southern Illinois,USA,6-3,185.0,5.0,14,Guard,Inactive,Braves,1969,2,27,N
Rowland Garrett,1950-07-16 00:00:00,Florida State,USA,6-6,210.0,5.0,24,Forward,Inactive,Bulls,1972,5,78,N
Tom Garrick,1966-07-07 00:00:00,Rhode Island,USA,6-2,185.0,4.0,5,Guard,Inactive,Clippers,1988,2,45,N
John Garris,1959-06-06 00:00:00,Boston College,USA,6-8,205.0,1.0,55,Forward,Inactive,Cavaliers,1983,2,27,N
Jim Garvin,1950-02-05 00:00:00,Boston University,USA,6-7,200.0,1.0,30,Forward,Inactive,Braves,1973,17,204,N
Luka Garza,1998-12-27 00:00:00,Iowa,USA,6-10,243.0,1.0,55,Center,Active,Timberwolves,2021,2,52,N
Pau Gasol,1980-07-06 00:00:00,                                   ,Spain,7-0,250.0,19.0,16,Center-Forward,Inactive,Lakers,2001,1,3,N
Kenny Gattison,1964-05-23 00:00:00,Old Dominion,USA,6-8,225.0,9.0,44,Forward,Inactive,Hornets,1986,3,55,N
Michael Gbinije,1992-06-05 00:00:00,Syracuse,USA,6-7,200.0,2.0,9,Guard-Forward,Inactive,Pistons,2016,2,49,N
Reggie Geary,1973-08-31 00:00:00,Arizona,USA,6-2,187.0,1.0,4,Guard,Inactive,Spurs,1996,2,56,N
Devean George,1977-08-29 00:00:00,Augsburg,USA,6-8,235.0,12.0,19,Forward,Inactive,Lakers,1999,1,23,N
Paul George,1990-05-02 00:00:00,Fresno State,USA,6-8,220.0,12.0,13,Forward,Active,Clippers,2010,1,10,N
Tate George,1968-05-29 00:00:00,Connecticut,USA,6-5,190.0,4.0,12,Guard,Inactive,Nets,1990,1,22,N
Marcus Georges-Hunt,1994-03-28 00:00:00,Georgia Tech,USA,6-5,226.0,3.0,13,Guard,Inactive,Timberwolves,Undrafted,Undrafted,Undrafted,N
Gus Gerard,1953-07-27 00:00:00,Virginia,USA,6-8,200.0,5.0,22,Forward,Inactive,Kings,1975,3,50,N
Derrick Gervin,1963-03-28 00:00:00,Texas-San Antonio,USA,6-8,200.0,2.0,30,Forward,Inactive,Nets,1985,4,90,N
Dick Gibbs,1948-12-20 00:00:00,Texas-El Paso,USA,6-5,210.0,5.0,21,Forward,Inactive,Braves,1971,3,49,N
Mel Gibson,1940-12-30 00:00:00,Western Carolina,USA,6-3,180.0,1.0,15,Guard,Inactive,Lakers,1963,2,16,N
Shai Gilgeous-Alexander,1998-07-12 00:00:00,Kentucky,Canada,6-6,195.0,4.0,2,Guard,Active,Thunder,2018,1,11,N
Anthony Gill,1992-10-17 00:00:00,Virginia,USA,6-8,230.0,2.0,16,Forward,Active,Wizards,Undrafted,Undrafted,Undrafted,N
Ben Gillery,1965-09-19 00:00:00,Georgetown,USA,7-0,235.0,1.0,50,Center,Inactive,Kings,Undrafted,Undrafted,Undrafted,N
Artis Gilmore,1948-09-21 00:00:00,Jacksonville,USA,7-2,240.0,12.0,53,Center,Inactive,Bulls,1971,7,117,N
Walt Gilmore,1947-02-27 00:00:00,Fort Valley State,USA,6-6,225.0,1.0,48,Forward,Inactive,Trail Blazers,1970,2,25,N
Manu Ginobili,1977-07-28 00:00:00,Virtus Bologna,Argentina,6-6,205.0,16.0,20,Guard,Inactive,Spurs,1999,2,57,N
Gordan Giricek,1977-06-20 00:00:00,CSKA Moscow,Croatia,6-6,220.0,7.0,2,Guard,Inactive,Jazz,1999,2,40,N
Jack Givens,1956-09-21 00:00:00,Kentucky,USA,6-5,205.0,2.0,21,Forward,Inactive,Hawks,1978,1,16,N
Mickell Gladness,1986-07-26 00:00:00,Alabama A&M,USA,6-11,220.0,2.0,32,Center,Inactive,Warriors,Undrafted,Undrafted,Undrafted,N
Mike Glenn,1955-09-10 00:00:00,Southern Illinois,USA,6-2,175.0,10.0,10,Guard,Inactive,Hawks,1977,2,23,N
Clarence Glover,1947-11-01 00:00:00,Western Kentucky,USA,6-8,210.0,1.0,28,Forward,Inactive,Celtics,1971,1,10,N
Grant Gondrezick,1963-01-19 00:00:00,Pepperdine,USA,6-5,205.0,2.0,3,Guard,Inactive,Suns,1986,4,77,N
Brandon Goodwin,1995-10-02 00:00:00,Florida Gulf Coast,USA,6-0,180.0,5.0,00,Guard,Inactive,Cavaliers,Undrafted,Undrafted,Undrafted,N
Ben Gordon,1983-04-04 00:00:00,Connecticut,USA,6-3,205.0,12.0,7,Guard,Inactive,Bulls,2004,1,3,N
Lancaster Gordon,1962-06-24 00:00:00,Louisville,USA,6-3,185.0,4.0,4,Guard,Inactive,Clippers,1984,1,8,N
Devonte' Graham,1995-02-22 00:00:00,Kansas,USA,6-1,195.0,4.0,4,Guard,Active,Spurs,2018,2,34,N
Joey Graham,1982-06-11 00:00:00,Oklahoma State,USA,6-7,230.0,7.0,12,Forward,Inactive,Raptors,2005,1,16,N
Paul Graham,1967-11-28 00:00:00,Ohio,USA,6-6,200.0,3.0,25,Guard,Inactive,Hawks,Undrafted,Undrafted,Undrafted,N
Treveon Graham,1993-10-28 00:00:00,Virginia Commonwealth,USA,6-5,219.0,5.0,2,Guard-Forward,Inactive,Hornets,Undrafted,Undrafted,Undrafted,N
Ronnie Grandison,1964-07-09 00:00:00,New Orleans,USA,6-6,220.0,4.0,20,Forward,Inactive,Celtics,1987,5,100,N
Danny Granger,1983-04-20 00:00:00,New Mexico,USA,6-9,222.0,11.0,22,Forward-Guard,Inactive,Pacers,2005,1,17,N
Brian Grant,1972-03-05 00:00:00,Xavier,USA,6-9,254.0,13.0,55,Forward-Center,Inactive,Heat,1994,1,8,N
Greg Grant,1966-08-29 00:00:00,College of New Jersey,USA,5-7,140.0,6.0,9,Guard,Inactive,76ers,1989,2,52,N
Horace Grant,1965-07-04 00:00:00,Clemson,USA,6-10,245.0,18.0,54,Center,Inactive,Bulls,1987,1,10,N
Travis Grant,1950-01-01 00:00:00,Kentucky State,USA,6-7,215.0,2.0,33,Forward,Inactive,Lakers,1972,1,13,N
Butch Graves,1962-01-05 00:00:00,Yale,USA,6-3,200.0,1.0,10,Forward,Inactive,Cavaliers,1984,3,68,N
Aaron Gray,1984-12-07 00:00:00,Pittsburgh,USA,7-0,270.0,7.0,33,Center,Inactive,Bulls,2007,2,49,N
Ed Gray,1975-09-27 00:00:00,California,USA,6-3,210.0,2.0,22,Guard,Inactive,Hawks,1997,1,22,N
Gary Gray,1945-02-23 00:00:00,Oklahoma City,USA,6-1,185.0,1.0,15,Guard,Inactive,Royals,1967,3,26,N
Josh Gray,1993-09-09 00:00:00,Louisiana State,USA,6-0,180.0,3.0,5,Guard,Inactive,Suns,Undrafted,Undrafted,Undrafted,N
Sylvester Gray,1967-07-08 00:00:00,Memphis,USA,6-6,230.0,1.0,40,Forward,Inactive,Heat,1988,2,35,N
Danny Green,1987-06-22 00:00:00,North Carolina,USA,6-6,215.0,13.0,14,Guard,Active,Cavaliers,2009,2,46,N
JaMychal Green,1990-06-21 00:00:00,Alabama,USA,6-9,227.0,8.0,1,Forward-Center,Active,Warriors,Undrafted,Undrafted,Undrafted,N
Javonte Green,1993-07-23 00:00:00,Radford,USA,6-5,205.0,3.0,24,Guard-Forward,Active,Bulls,Undrafted,Undrafted,Undrafted,N
Ken Green,1959-09-19 00:00:00,Texas-Pan American,USA,6-8,215.0,1.0,3,Forward,Inactive,Knicks,1981,2,34,N
Kenny Green,1964-10-11 00:00:00,Wake Forest,USA,6-6,210.0,2.0,21,Guard,Inactive,76ers,1985,1,12,N
Luther Green,1946-11-13 00:00:00,Long Island-Brooklyn,USA,6-7,190.0,1.0,25,Forward,Inactive,76ers,1969,3,41,N
Mike Green,1951-08-06 00:00:00,Louisiana Tech,USA,6-10,200.0,4.0,23,Center,Inactive,Spurs,1973,1,4,N
Si Green,1933-08-20 00:00:00,Duquesne,USA,6-2,185.0,9.0,28,Guard,Inactive,Bullets,1956,1,1,N
Sidney Green,1961-01-04 00:00:00,UNLV,USA,6-9,220.0,10.0,21,Forward,Inactive,Bulls,1983,1,5,N
Steve Green,1953-10-04 00:00:00,Indiana,USA,6-7,220.0,3.0,24,Forward,Inactive,Pacers,1975,2,30,N
Tommy Green,1956-04-08 00:00:00,Southern,USA,6-2,185.0,1.0,14,Guard,Inactive,Jazz,1978,2,35,N
Donte Greene,1988-02-21 00:00:00,Syracuse,USA,6-11,226.0,6.0,13,Forward,Inactive,Kings,2008,1,28,N
Jerry Greenspan,1941-11-22 00:00:00,Maryland,USA,6-5,195.0,2.0,22,Forward,Inactive,76ers,1963,3,24,N
Lynn Greer,1979-10-23 00:00:00,Temple,USA,6-2,175.0,2.0,3,Guard,Inactive,Bucks,Undrafted,Undrafted,Undrafted,N
Gary Gregor,1945-08-13 00:00:00,South Carolina,USA,6-7,225.0,5.0,9,Forward,Inactive,Trail Blazers,1968,1,8,N
Claude Gregory,1958-12-26 00:00:00,Wisconsin,USA,6-8,205.0,2.0,43,Forward,Inactive,Clippers,1981,2,41,N
John Greig,1961-04-28 00:00:00,Oregon,USA,6-7,215.0,1.0,22,Forward,Inactive,SuperSonics,1982,3,65,N
Kevin Grevey,1953-05-12 00:00:00,Kentucky,USA,6-5,210.0,10.0,35,Guard,Inactive,Bullets,1975,1,18,N
AJ Griffin,2003-08-25 00:00:00,Duke,USA,6-6,220.0,0.0,14,Forward,Active,Hawks,2022,1,16,N
Adrian Griffin,1974-07-04 00:00:00,Seton Hall,USA,6-5,230.0,10.0,44,Guard-Forward,Inactive,Mavericks,Undrafted,Undrafted,Undrafted,N
Blake Griffin,1989-03-16 00:00:00,Oklahoma,USA,6-9,250.0,12.0,91,Forward,Active,Celtics,2009,1,1,N
Greg Griffin,1952-09-06 00:00:00,Idaho State,USA,6-7,190.0,1.0,25,Forward,Inactive,Suns,1977,4,71,N
Darrell Griffith,1958-06-16 00:00:00,Louisville,USA,6-4,190.0,10.0,35,Guard,Inactive,Jazz,1980,1,2,N
Marko Guduric,1995-03-08 00:00:00,                                   ,Serbia,6-6,201.0,2.0,23,Guard,Inactive,Grizzlies,Undrafted,Undrafted,Undrafted,N
Richie Guerin,1932-05-29 00:00:00,Iona,USA,6-4,195.0,13.0,19,Guard,Inactive,Knicks,1954,2,17,N
Jay Guidinger,1969-08-18 00:00:00,Minnesota-Duluth,USA,6-10,255.0,2.0,54,Center,Inactive,Cavaliers,Undrafted,Undrafted,Undrafted,N
Dave Gunther,1937-07-22 00:00:00,Iowa,USA,6-7,190.0,1.0,11,Forward,Inactive,Warriors,1959,8,56,N
Ha Ha,1985-08-04 00:00:00,Yonsei,South Korea,7-3,305.0,3.0,5,Center,Inactive,Trail Blazers,2004,2,46,N
Rui Hachimura,1998-02-08 00:00:00,Gonzaga,Japan,6-8,230.0,3.0,28,Forward,Active,Lakers,2019,1,9,N
Rudy Hackett,1953-05-10 00:00:00,Syracuse,USA,6-9,210.0,1.0,45,Forward,Inactive,Pacers,1975,3,37,N
Hamed Haddadi,1985-05-19 00:00:00,Saba Battery,Iran,7-2,265.0,6.0,98,Center,Inactive,Grizzlies,Undrafted,Undrafted,Undrafted,N
Scott Haffner,1966-02-02 00:00:00,Evansville,USA,6-3,180.0,2.0,4,Guard,Inactive,Heat,1989,2,45,N
Glenn Hagan,1955-06-25 00:00:00,St. Bonaventure,USA,6-0,170.0,1.0,10,Guard,Inactive,Pistons,1978,2,43,N
Al Hairston,1945-12-11 00:00:00,Bowling Green,USA,6-1,170.0,2.0,25,Guard,Inactive,SuperSonics,1968,5,52,N
Lindsay Hairston,1951-12-08 00:00:00,Michigan State,USA,6-7,180.0,1.0,45,Forward,Inactive,Pistons,1975,4,64,N
Malik Hairston,1987-02-23 00:00:00,Oregon,USA,6-6,220.0,3.0,1,Guard,Inactive,Spurs,2008,2,48,N
PJ Hairston,1992-12-24 00:00:00,North Carolina,USA,6-6,230.0,3.0,19,Forward-Guard,Inactive,Hornets,2014,1,26,N
Josh Hall,2000-10-08 00:00:00,                                   ,USA,6-9,190.0,2.0,15,Forward,Inactive,Thunder,Undrafted,Undrafted,Undrafted,N
Jeff Halliburton,1949-07-03 00:00:00,Drake,USA,6-5,193.0,2.0,42,Guard,Inactive,Hawks,1971,3,39,N
Dennis Hamilton,1944-05-08 00:00:00,Arizona State,USA,6-8,210.0,2.0,12,Forward,Inactive,Lakers,Undrafted,Undrafted,Undrafted,N
Justin Hamilton,1990-04-01 00:00:00,Louisiana State,USA,7-0,255.0,4.0,41,Center,Inactive,Nets,2012,2,45,N
Steve Hamilton,1935-11-30 00:00:00,Morehead State,USA,6-6,190.0,2.0,30,Forward,Inactive,Lakers,1958,2,8,N
